"";"Naics4";"zip";"fdist"
"1";"1111";"80002";0
"2";"1111";"80003";0
"3";"1111";"80004";0
"4";"1111";"80005";0
"5";"1111";"80007";0
"6";"1111";"80010";0
"7";"1111";"80011";0
"8";"1111";"80012";0
"9";"1111";"80013";0
"10";"1111";"80014";0,5
"11";"1111";"80015";0
"12";"1111";"80016";0
"13";"1111";"80017";0
"14";"1111";"80020";0
"15";"1111";"80021";0
"16";"1111";"80022";0
"17";"1111";"80030";0
"18";"1111";"80031";0
"19";"1111";"80033";0
"20";"1111";"80110";0
"21";"1111";"80111";0
"22";"1111";"80113";0
"23";"1111";"80120";0
"24";"1111";"80121";0
"25";"1111";"80123";0
"26";"1111";"80127";0
"27";"1111";"80202";0
"28";"1111";"80203";0
"29";"1111";"80204";0
"30";"1111";"80205";0
"31";"1111";"80206";0
"32";"1111";"80207";0
"33";"1111";"80208";0
"34";"1111";"80209";0,5
"35";"1111";"80210";0
"36";"1111";"80211";0
"37";"1111";"80212";0
"38";"1111";"80214";0
"39";"1111";"80215";0
"40";"1111";"80216";0
"41";"1111";"80218";0
"42";"1111";"80219";0
"43";"1111";"80220";0
"44";"1111";"80221";0
"45";"1111";"80222";0
"46";"1111";"80223";0
"47";"1111";"80224";0
"48";"1111";"80225";0
"49";"1111";"80226";0
"50";"1111";"80227";0
"51";"1111";"80228";0
"52";"1111";"80229";0
"53";"1111";"80230";0
"54";"1111";"80231";0
"55";"1111";"80232";0
"56";"1111";"80233";0
"57";"1111";"80234";0
"58";"1111";"80235";0
"59";"1111";"80236";0
"60";"1111";"80237";0
"61";"1111";"80238";0
"62";"1111";"80239";0
"63";"1111";"80246";0
"64";"1111";"80247";0
"65";"1111";"80260";0
"66";"1111";"80262";0
"67";"1111";"80401";0
"68";"1111";"80403";0
"69";"1111";"80465";0
"70";"1111";"80601";0
"71";"1111";"80603";0
"72";"1111";"80640";0
"73";"1112";"80002";0,2
"74";"1112";"80003";0
"75";"1112";"80004";0
"76";"1112";"80005";0
"77";"1112";"80007";0
"78";"1112";"80010";0
"79";"1112";"80011";0
"80";"1112";"80012";0
"81";"1112";"80013";0
"82";"1112";"80014";0
"83";"1112";"80015";0
"84";"1112";"80016";0
"85";"1112";"80017";0
"86";"1112";"80020";0
"87";"1112";"80021";0
"88";"1112";"80022";0,2
"89";"1112";"80030";0
"90";"1112";"80031";0
"91";"1112";"80033";0
"92";"1112";"80110";0
"93";"1112";"80111";0
"94";"1112";"80113";0
"95";"1112";"80120";0
"96";"1112";"80121";0
"97";"1112";"80123";0
"98";"1112";"80127";0
"99";"1112";"80202";0
"100";"1112";"80203";0
"101";"1112";"80204";0
"102";"1112";"80205";0
"103";"1112";"80206";0
"104";"1112";"80207";0
"105";"1112";"80208";0
"106";"1112";"80209";0
"107";"1112";"80210";0
"108";"1112";"80211";0
"109";"1112";"80212";0
"110";"1112";"80214";0
"111";"1112";"80215";0
"112";"1112";"80216";0
"113";"1112";"80218";0
"114";"1112";"80219";0
"115";"1112";"80220";0
"116";"1112";"80221";0
"117";"1112";"80222";0
"118";"1112";"80223";0
"119";"1112";"80224";0
"120";"1112";"80225";0
"121";"1112";"80226";0
"122";"1112";"80227";0
"123";"1112";"80228";0
"124";"1112";"80229";0,2
"125";"1112";"80230";0
"126";"1112";"80231";0
"127";"1112";"80232";0
"128";"1112";"80233";0
"129";"1112";"80234";0
"130";"1112";"80235";0
"131";"1112";"80236";0
"132";"1112";"80237";0
"133";"1112";"80238";0
"134";"1112";"80239";0,2
"135";"1112";"80246";0
"136";"1112";"80247";0
"137";"1112";"80260";0
"138";"1112";"80262";0
"139";"1112";"80401";0
"140";"1112";"80403";0
"141";"1112";"80465";0
"142";"1112";"80601";0
"143";"1112";"80603";0
"144";"1112";"80640";0,2
"145";"1114";"80002";0,161290322580645
"146";"1114";"80003";0,032258064516129
"147";"1114";"80004";0,032258064516129
"148";"1114";"80005";0,129032258064516
"149";"1114";"80007";0,032258064516129
"150";"1114";"80010";0
"151";"1114";"80011";0
"152";"1114";"80012";0
"153";"1114";"80013";0
"154";"1114";"80014";0
"155";"1114";"80015";0
"156";"1114";"80016";0
"157";"1114";"80017";0
"158";"1114";"80020";0
"159";"1114";"80021";0
"160";"1114";"80022";0
"161";"1114";"80030";0
"162";"1114";"80031";0
"163";"1114";"80033";0,032258064516129
"164";"1114";"80110";0
"165";"1114";"80111";0
"166";"1114";"80113";0
"167";"1114";"80120";0
"168";"1114";"80121";0
"169";"1114";"80123";0
"170";"1114";"80127";0
"171";"1114";"80202";0
"172";"1114";"80203";0
"173";"1114";"80204";0
"174";"1114";"80205";0
"175";"1114";"80206";0,032258064516129
"176";"1114";"80207";0
"177";"1114";"80208";0
"178";"1114";"80209";0
"179";"1114";"80210";0
"180";"1114";"80211";0
"181";"1114";"80212";0,032258064516129
"182";"1114";"80214";0,032258064516129
"183";"1114";"80215";0
"184";"1114";"80216";0,032258064516129
"185";"1114";"80218";0
"186";"1114";"80219";0,032258064516129
"187";"1114";"80220";0,032258064516129
"188";"1114";"80221";0
"189";"1114";"80222";0
"190";"1114";"80223";0,032258064516129
"191";"1114";"80224";0
"192";"1114";"80225";0
"193";"1114";"80226";0
"194";"1114";"80227";0
"195";"1114";"80228";0
"196";"1114";"80229";0,161290322580645
"197";"1114";"80230";0
"198";"1114";"80231";0
"199";"1114";"80232";0
"200";"1114";"80233";0
"201";"1114";"80234";0
"202";"1114";"80235";0
"203";"1114";"80236";0
"204";"1114";"80237";0
"205";"1114";"80238";0
"206";"1114";"80239";0
"207";"1114";"80246";0
"208";"1114";"80247";0
"209";"1114";"80260";0
"210";"1114";"80262";0
"211";"1114";"80401";0
"212";"1114";"80403";0,0645161290322581
"213";"1114";"80465";0
"214";"1114";"80601";0,032258064516129
"215";"1114";"80603";0
"216";"1114";"80640";0,0967741935483871
"217";"1119";"80002";0
"218";"1119";"80003";0
"219";"1119";"80004";0
"220";"1119";"80005";0
"221";"1119";"80007";0
"222";"1119";"80010";0
"223";"1119";"80011";0
"224";"1119";"80012";0
"225";"1119";"80013";0
"226";"1119";"80014";0
"227";"1119";"80015";0
"228";"1119";"80016";0
"229";"1119";"80017";0
"230";"1119";"80020";0
"231";"1119";"80021";0
"232";"1119";"80022";0
"233";"1119";"80030";0
"234";"1119";"80031";0
"235";"1119";"80033";0
"236";"1119";"80110";0
"237";"1119";"80111";0
"238";"1119";"80113";0
"239";"1119";"80120";0,5
"240";"1119";"80121";0
"241";"1119";"80123";0
"242";"1119";"80127";0
"243";"1119";"80202";0
"244";"1119";"80203";0
"245";"1119";"80204";0
"246";"1119";"80205";0
"247";"1119";"80206";0
"248";"1119";"80207";0
"249";"1119";"80208";0
"250";"1119";"80209";0
"251";"1119";"80210";0
"252";"1119";"80211";0
"253";"1119";"80212";0
"254";"1119";"80214";0
"255";"1119";"80215";0
"256";"1119";"80216";0
"257";"1119";"80218";0
"258";"1119";"80219";0
"259";"1119";"80220";0
"260";"1119";"80221";0
"261";"1119";"80222";0
"262";"1119";"80223";0
"263";"1119";"80224";0
"264";"1119";"80225";0
"265";"1119";"80226";0
"266";"1119";"80227";0
"267";"1119";"80228";0
"268";"1119";"80229";0
"269";"1119";"80230";0
"270";"1119";"80231";0
"271";"1119";"80232";0
"272";"1119";"80233";0
"273";"1119";"80234";0
"274";"1119";"80235";0
"275";"1119";"80236";0
"276";"1119";"80237";0
"277";"1119";"80238";0
"278";"1119";"80239";0
"279";"1119";"80246";0
"280";"1119";"80247";0
"281";"1119";"80260";0
"282";"1119";"80262";0
"283";"1119";"80401";0
"284";"1119";"80403";0
"285";"1119";"80465";0
"286";"1119";"80601";0,5
"287";"1119";"80603";0
"288";"1119";"80640";0
"289";"1121";"80002";0
"290";"1121";"80003";0
"291";"1121";"80004";0
"292";"1121";"80005";0
"293";"1121";"80007";0
"294";"1121";"80010";0
"295";"1121";"80011";0
"296";"1121";"80012";0
"297";"1121";"80013";0
"298";"1121";"80014";0
"299";"1121";"80015";0
"300";"1121";"80016";0
"301";"1121";"80017";0
"302";"1121";"80020";0
"303";"1121";"80021";0,333333333333333
"304";"1121";"80022";0
"305";"1121";"80030";0
"306";"1121";"80031";0
"307";"1121";"80033";0
"308";"1121";"80110";0
"309";"1121";"80111";0
"310";"1121";"80113";0
"311";"1121";"80120";0
"312";"1121";"80121";0
"313";"1121";"80123";0
"314";"1121";"80127";0
"315";"1121";"80202";0,333333333333333
"316";"1121";"80203";0
"317";"1121";"80204";0
"318";"1121";"80205";0
"319";"1121";"80206";0
"320";"1121";"80207";0
"321";"1121";"80208";0
"322";"1121";"80209";0
