Naics4,zip,fdist
1111,80002,0
1111,80003,0
1111,80004,0
1111,80005,0
1111,80007,0
1111,80010,0
1111,80011,0
1111,80012,0
1111,80013,0
1111,80014,"0,5"
1111,80015,0
1111,80016,0
1111,80017,0
1111,80020,0
1111,80021,0
1111,80022,0
1111,80030,0
1111,80031,0
1111,80033,0
1111,80110,0
1111,80111,0
1111,80113,0
1111,80120,0
1111,80121,0
1111,80123,0
1111,80127,0
1111,80202,0
1111,80203,0
1111,80204,0
1111,80205,0
1111,80206,0
1111,80207,0
1111,80208,0
1111,80209,"0,5"
1111,80210,0
1111,80211,0
1111,80212,0
1111,80214,0
1111,80215,0
1111,80216,0
1111,80218,0
1111,80219,0
1111,80220,0
1111,80221,0
1111,80222,0
1111,80223,0
1111,80224,0
1111,80225,0
1111,80226,0
1111,80227,0
1111,80228,0
1111,80229,0
1111,80230,0
1111,80231,0
1111,80232,0
1111,80233,0
1111,80234,0
1111,80235,0
1111,80236,0
1111,80237,0
1111,80238,0
1111,80239,0
1111,80246,0
1111,80247,0
1111,80260,0
1111,80262,0
1111,80401,0
1111,80403,0
1111,80465,0
1111,80601,0
1111,80603,0
1111,80640,0
1112,80002,"0,2"
1112,80003,0
1112,80004,0
1112,80005,0
1112,80007,0
1112,80010,0
1112,80011,0
1112,80012,0
1112,80013,0
1112,80014,0
1112,80015,0
1112,80016,0
1112,80017,0
1112,80020,0
1112,80021,0
1112,80022,"0,2"
1112,80030,0
1112,80031,0
1112,80033,0
1112,80110,0
1112,80111,0
1112,80113,0
1112,80120,0
1112,80121,0
1112,80123,0
1112,80127,0
1112,80202,0
1112,80203,0
1112,80204,0
1112,80205,0
1112,80206,0
1112,80207,0
1112,80208,0
1112,80209,0
1112,80210,0
1112,80211,0
1112,80212,0
1112,80214,0
1112,80215,0
1112,80216,0
1112,80218,0
1112,80219,0
1112,80220,0
1112,80221,0
1112,80222,0
1112,80223,0
1112,80224,0
1112,80225,0
1112,80226,0
1112,80227,0
1112,80228,0
1112,80229,"0,2"
1112,80230,0
1112,80231,0
1112,80232,0
1112,80233,0
1112,80234,0
1112,80235,0
1112,80236,0
1112,80237,0
1112,80238,0
1112,80239,"0,2"
1112,80246,0
1112,80247,0
1112,80260,0
1112,80262,0
1112,80401,0
1112,80403,0
1112,80465,0
1112,80601,0
1112,80603,0
1112,80640,"0,2"
1114,80002,"0,161290322580645"
1114,80003,"0,032258064516129"
1114,80004,"0,032258064516129"
1114,80005,"0,129032258064516"
1114,80007,"0,032258064516129"
1114,80010,0
1114,80011,0
1114,80012,0
1114,80013,0
1114,80014,0
1114,80015,0
1114,80016,0
1114,80017,0
1114,80020,0
1114,80021,0
1114,80022,0
1114,80030,0
1114,80031,0
1114,80033,"0,032258064516129"
1114,80110,0
1114,80111,0
1114,80113,0
1114,80120,0
1114,80121,0
1114,80123,0
1114,80127,0
1114,80202,0
1114,80203,0
1114,80204,0
1114,80205,0
1114,80206,"0,032258064516129"
1114,80207,0
1114,80208,0
1114,80209,0
1114,80210,0
1114,80211,0
1114,80212,"0,032258064516129"
1114,80214,"0,032258064516129"
1114,80215,0
1114,80216,"0,032258064516129"
1114,80218,0
1114,80219,"0,032258064516129"
